ts_ms,cpu_pct,rss_kb
1775049855511,10.9,112528
1775049856571,11.8,112528
1775049857620,13.6,112528
1775049858677,13.5,112528
1775049859738,13.6,112528
1775049860790,13.6,112528
1775049861844,10.6,112528
1775049862905,12.6,112528
1775049863968,13.5,112528
1775049865013,13.9,112528
1775049866057,13.7,112528
1775049867105,8.2,112528
1775049868150,11.9,112528
1775049869205,13.4,112528
1775049870259,11.0,112736
1775049871413,9.4,113552
1775049872473,10.9,113552
1775049873526,11.8,113584
1775049874571,16.8,113584
1775049875626,9.0,113584
1775049876676,9.2,113584
1775049877731,14.7,113584
1775049878781,12.5,113584
1775049879835,6.8,113584
1775049880885,7.3,115808
1775049881945,7.5,115808
1775049883006,11.3,115744
1775049884066,11.8,114976
1775049885195,12.6,122112
1775049886272,25.1,126240
1775049887319,42.6,126432
1775049888361,34.8,122400
1775049889410,50.9,124032
1775049890459,7.7,124000
1775049891515,9.9,124000
1775049892576,8.8,124864
1775049893631,9.3,125008
1775049894688,6.4,125008
1775049895741,11.7,125056
1775049896781,13.6,125056
1775049897825,13.7,125072
1775049898865,7.4,125072
1775049899919,6.9,125072
1775049900974,7.1,125072
1775049902018,12.0,125024
1775049903065,13.3,125024
1775049904109,7.7,124976
1775049905159,6.9,124976
1775049906202,7.5,124976
1775049907251,12.5,124976
1775049908302,12.3,124976
1775049909352,8.0,124976
1775049910414,5.6,124976
1775049911481,7.3,124976
1775049912521,12.8,124976
1775049913577,10.4,113360
1775049914657,5.6,112880
1775049915713,6.9,112880
1775049916766,12.0,112832
1775049917824,12.9,112848
1775049918875,14.5,112848
1775049919932,7.0,112896
1775049920991,6.7,112800
1775049922037,13.3,112800
1775049923085,12.7,112800
1775049924146,7.6,114992
1775049925193,6.4,115056
1775049926248,7.0,115056
1775049927296,12.6,115072
1775049928345,12.0,115072
1775049929382,12.1,115072
1775049930428,7.1,115072
1775049931479,7.7,115072
1775049932534,12.1,115072
1775049933589,12.4,116080
1775049934642,16.0,116080
1775049935693,9.3,116080
1775049936744,10.4,116080
1775049937794,17.1,116080
1775049938845,13.1,116080
1775049939900,17.4,116080
1775049940954,9.7,116080
1775049942007,9.1,116080
1775049943055,16.6,116096
1775049944111,14.3,116096
1775049945165,16.7,116096
1775049946223,8.8,115712
1775049947285,9.5,115712
1775049948333,19.0,115712
1775049949389,16.9,115712
1775049950442,11.0,115680
1775049951502,10.6,115680
1775049952560,15.6,115680
1775049953606,17.2,115680
1775049954663,16.1,115680
1775049955731,8.3,115632
1775049956780,14.5,115632
1775049957825,14.4,115632
1775049958871,14.6,115632
1775049959917,10.3,115328
1775049960971,13.2,115328
1775049962018,10.4,115344
1775049963073,12.1,115344
1775049964121,14.4,115344
1775049965175,12.3,115344
1775049966234,13.8,115344
1775049967288,17.4,115424
1775049968342,10.7,115440
1775049969393,14.4,115440
1775049970459,14.3,115440
1775049971506,15.8,115440
1775049972558,14.8,115440
1775049973609,11.6,115440
1775049974671,11.2,115440
1775049975727,14.4,115440
1775049976796,18.0,115440
1775049977846,10.8,115440
1775049978902,10.3,115440
1775049979957,13.3,115440
1775049981015,16.3,115440
1775049982068,15.1,115440
1775049983110,13.2,115440
1775049984161,9.4,115440
1775049985351,10.6,115184
1775049986496,15.5,114144
1775049987542,16.6,112384
1775049988592,15.4,112368
1775049989639,7.4,112368
1775049990700,7.5,112368
1775049991757,14.6,112368
1775049992809,16.4,112368
1775049993864,8.7,112368
1775049994912,9.7,112368
1775049995977,9.5,112384
1775049997026,18.9,112384
1775049998081,16.3,112384
1775049999137,12.1,112384
1775050000190,7.8,112384
1775050001239,10.1,112384
1775050002299,18.0,112384
1775050003348,17.2,112384
1775050004392,8.3,112384
1775050005435,10.7,112384
1775050006496,9.4,112384
1775050007550,20.0,112384
1775050008597,20.1,112384
1775050009653,9.6,112384
1775050010699,7.0,112352
1775050011746,8.9,112352
1775050012814,14.6,112336
1775050013870,17.2,112336
1775050014918,11.3,112352
1775050015971,9.2,112416
1775050017028,18.2,112416
1775050018076,18.8,112416
1775050019132,19.1,112416
1775050020184,9.4,112416
1775050021235,10.1,112416
1775050022281,14.6,112416
1775050023328,13.3,112416
1775050024388,16.1,112416
1775050025441,9.9,112416
1775050026493,8.2,112416
1775050027552,15.6,112432
1775050028600,17.7,112432
1775050029656,15.6,112432
1775050030710,9.2,112432
1775050031761,8.6,112432
1775050032802,16.5,112432
1775050033856,17.2,112432
1775050034909,16.2,112432
1775050035957,9.3,112432
1775050037008,12.1,112432
1775050038051,13.8,112448
1775050039102,16.3,112448
1775050040158,11.5,112448
1775050041195,11.6,112448
1775050042244,11.7,112448
1775050043291,11.0,112448
1775050044338,14.8,112448
1775050045385,16.0,112448
1775050046439,12.1,112448
1775050047490,14.5,112448
1775050048537,10.7,112448
1775050049584,17.0,112448
1775050050627,13.1,112448
1775050051687,11.8,112448
1775050052746,16.0,112448
1775050053794,10.7,112448
1775050054847,15.0,112448
1775050055898,12.6,112448
1775050056959,16.3,112448
1775050058020,13.6,112448
1775050059066,14.2,112448
1775050060122,12.5,112448
1775050061175,13.5,112448
1775050062238,12.3,112368
1775050063286,16.6,112384
1775050064331,13.0,112416
1775050065385,9.9,112416
1775050066429,10.7,112384
1775050067477,18.4,112384
1775050068530,15.8,112304
1775050069575,16.7,112320
1775050070624,9.8,112288
1775050071675,9.3,112304
1775050072729,10.0,112320
1775050073786,17.8,112320
1775050074841,12.8,112320
1775050075890,10.3,112384
1775050076946,9.9,112384
1775050078002,14.2,112384
1775050079053,17.9,112384
1775050080102,15.6,112384
1775050081158,10.6,112384
1775050082209,8.9,112384
1775050083256,15.4,112384
1775050084305,16.3,112384
1775050085359,15.3,112384
1775050086414,10.2,112384
1775050087462,9.9,112384
1775050088519,17.4,112384
1775050089571,17.2,112384
1775050090619,16.9,112384
1775050091670,9.4,112384
1775050092722,10.4,112384
1775050093775,15.7,112384
1775050094829,19.3,112384
1775050095877,17.7,112384
1775050096926,9.1,112384
1775050098000,10.0,112384
1775050099049,18.1,112384
1775050100098,13.6,112384
1775050101151,18.0,112384
1775050102212,8.9,112384
1775050103275,9.3,112384
1775050104317,15.3,112384
1775050105367,17.4,112384
1775050106421,6.6,112384
1775050107480,9.1,112384
1775050108531,9.4,112384
1775050109584,16.2,112384
1775050110636,12.5,112384
1775050111691,8.5,112384
1775050112750,9.7,112384
1775050113798,10.6,112384
1775050114839,20.0,112384
1775050115892,18.3,112384
1775050116940,11.5,112384
1775050118002,11.9,112384
1775050119044,12.5,112384
1775050120098,13.7,112384
1775050121140,15.2,112384
1775050122178,15.0,112384
1775050123225,11.7,112384
1775050124271,14.9,112384
1775050125319,15.2,112384
1775050126371,12.1,112384
1775050127415,11.9,112384
1775050128466,11.3,112384
1775050129523,12.2,112384
1775050130568,13.3,112384
1775050131618,12.9,112384
1775050132660,11.9,112384
1775050133717,14.3,112384
1775050134777,13.6,112384
1775050135826,13.1,112384
1775050136873,14.4,112384
1775050137965,9.9,112240
1775050139047,13.3,112272
1775050140091,12.2,112288
1775050141147,13.7,112272
1775050142187,8.0,112288
1775050143240,5.6,112288
1775050144300,12.5,112288
1775050145350,12.7,112288
1775050146405,9.2,112288
1775050147462,10.4,112288
1775050148513,14.6,112288
1775050149573,15.3,112288
1775050150627,11.8,112288
1775050151692,12.0,112288
1775050152741,17.7,112288
1775050153795,19.8,112288
1775050154847,14.2,112288
1775050155897,10.8,112288
1775050156955,11.7,112288
1775050158014,10.5,112288
1775050159062,16.8,112288
1775050160111,14.9,112288
1775050161156,12.2,112288
1775050162195,8.8,112304
1775050163246,15.9,112304
1775050164293,15.2,112304
1775050165341,16.8,112368
1775050166388,8.2,112368
1775050167449,9.4,112368
1775050168506,15.3,112368
1775050169561,20.7,112384
1775050170612,14.4,112384
1775050171675,7.4,112384
1775050172725,11.5,112384
1775050173789,19.1,112384
1775050174839,14.0,112384
1775050175886,16.8,112384
1775050176944,11.4,112384
1775050177985,9.3,112384
1775050179041,11.0,112384
1775050180097,15.9,112384
1775050181147,10.3,112384
1775050182197,9.5,112384
1775050183244,9.7,112384
1775050184291,15.5,112384
1775050185343,17.7,112384
1775050186399,14.8,112384
1775050187462,10.3,112384
1775050188523,8.7,112384
1775050189574,17.1,112384
1775050190625,15.5,112384
1775050191678,7.5,112384
1775050192734,7.6,112384
1775050193794,20.8,112384
1775050194846,18.2,112384
1775050195890,17.3,112384
1775050196946,10.0,112384
1775050197998,7.9,112384
1775050199042,8.4,112384
1775050200089,18.5,112384
1775050201141,17.0,112384
1775050202191,11.0,112384
1775050203237,11.6,112384
1775050204290,9.4,112384
1775050205343,16.0,112384
1775050206393,13.5,112384
1775050207446,12.5,112384
1775050208488,9.7,112384
1775050209539,11.2,112384
1775050210594,12.4,112384
1775050211642,14.3,112384
1775050212696,16.2,112384
1775050213744,10.1,112384
1775050214796,16.0,112384
1775050215852,14.1,112384
1775050216902,14.0,112384
1775050217952,12.3,112384
1775050219019,13.3,112384
1775050220069,11.5,112384
1775050221124,7.8,112352
1775050222180,13.7,112336
1775050223228,17.4,112352
1775050224278,14.2,112352
1775050225327,16.7,112352
1775050226386,10.3,112368
1775050227444,9.5,112368
1775050228507,15.9,112368
1775050229555,15.6,112368
1775050230603,9.0,112368
1775050231652,9.6,112368
1775050232703,12.3,112368
1775050233761,17.0,112368
1775050234809,17.0,112368
1775050235858,11.7,112368
1775050236917,10.2,112368
1775050237973,10.4,112368
1775050239018,18.9,112368
1775050240073,13.9,112368
1775050241120,11.1,112368
1775050242168,13.1,112368
1775050243212,9.6,112368
1775050244269,14.7,112368
1775050245328,16.9,112368
1775050246382,9.5,112368
1775050247434,9.0,112368
1775050248496,10.4,112368
1775050249548,15.8,112368
1775050250604,15.1,112368
1775050251655,7.4,112320
1775050252727,9.5,112336
1775050253778,16.2,112336
1775050254839,14.0,112368
1775050255897,8.9,112368
1775050256942,10.9,112368
1775050258002,11.0,112368
1775050259048,15.9,112368
1775050260099,14.0,112368
1775050261145,8.9,112368
1775050262193,8.2,112368
1775050263231,8.2,112368
1775050264273,11.2,112384
1775050265333,7.6,112384
1775050266390,14.6,112384
1775050267448,8.7,112384
1775050268507,8.1,112384
1775050269557,14.9,112384
1775050270613,13.7,112384
1775050271662,7.8,112384
1775050272718,8.6,112384
1775050273777,10.1,112384
1775050274838,13.0,112384
1775050275900,14.6,112384
1775050276949,10.3,112384
1775050278003,9.1,112384
1775050279050,12.4,112384
1775050280112,11.4,112400
1775050281166,16.5,112400
1775050282275,12.1,112400
1775050283484,10.5,112368
1775050284533,7.2,112352
1775050285582,13.3,112352
1775050286643,14.0,112352
1775050287697,10.1,112368
1775050288763,12.4,112400
1775050289806,15.4,112400
1775050290863,12.8,112400
1775050291920,16.2,112400
1775050292976,10.9,112416
1775050294036,8.7,112416
1775050295077,15.3,112416
1775050296131,15.2,112416
1775050297175,14.4,112416
1775050298226,12.4,112416
1775050299270,12.8,112432
1775050300314,12.0,112432
1775050301370,11.7,112432
1775050302426,14.0,112432
1775050303479,15.6,112432
1775050304534,13.0,112432
1775050305585,12.2,112448
1775050306630,13.6,112448
1775050307684,16.0,112448
1775050308737,14.9,112448
1775050309796,15.4,112448
1775050310845,13.9,112432
1775050311892,11.0,112432
1775050312938,8.9,112432
1775050313986,15.6,112448
1775050315033,14.1,112448
1775050316088,17.4,112448
1775050317149,10.2,112448
1775050318189,12.8,112448
1775050319242,16.9,112448
1775050320290,13.6,112448
1775050321338,19.9,112448
1775050322401,9.3,112448
1775050323453,9.0,112448
1775050324499,18.6,112448
1775050325545,14.0,112448
1775050326596,13.9,112448
1775050327651,10.8,112448
1775050328703,11.3,112448
1775050329754,12.9,112448
1775050330811,12.7,112448
1775050331853,18.5,112448
1775050332914,10.0,112448
1775050333969,11.0,112448
1775050335034,21.5,112448
1775050336090,14.1,112448
1775050337148,9.1,112448
1775050338198,10.4,112448
